Index,위도값,경도값,RSE_ID,ExitingCount,EnteringCount,Address,Date
24,36.72039,127.33097,162005435,68843,69337,대한민국 충청북도 청주시 흥덕구 옥산면 사정리 산22-1,2024-04-23
80,36.22234,127.90606,262004479,22334,22531,대한민국 충청북도 영동군 황간면 마산리 269-2,2024-04-27
55,36.35164,127.50214,162004920,37795,37882,대한민국 대전광역시 동구 신상동 171-1,2024-04-25
52,36.33218,127.53434,162004882,38278,36796,대한민국 충청북도 옥천군 군북면 이백리 산15-2,2024-04-30
63,36.15981,128.22747,262004121,27006,27313,대한민국 경상북도 김천시 아포읍 봉산리 1229-11,2024-04-26
39,36.07013,128.37529,262003923,56396,56906,대한민국 경상북도 구미시 오태동 228-2,2024-04-26
14,37.31222,127.10583,162006230,93352,86464,대한민국 경기도 용인시 기흥구 보정동 1105-2,2024-04-24
82,36.13882,128.06343,262004287,21953,21594,대한민국 경상북도 김천시 봉산면 신리 325-4,2024-04-23
51,35.856642,129.079858,362003058,37709,37500,대한민국 경상북도 경주시 건천읍 신평리 1136-10,2024-04-23
64,36.15981,128.22747,262004121,28183,28826,대한민국 경상북도 김천시 아포읍 봉산리 1229-11,2024-04-27
12,36.942,127.1897,162005789,116618,116587,대한민국 충청남도 천안시 서북구 입장면 가산리 362-15,2024-04-29
31,36.64024,127.37826,162005324,64706,64768,대한민국 충청북도 청주시 흥덕구 강내면 학천리 511-4,2024-04-30
42,35.90045,128.67529,262003501,58098,59698,대한민국 대구광역시 동구 둔산동 594-2,2024-04-29
6,37.34333,127.10556,162006266,121322,119673,대한민국 경기도 성남시 분당구 구미동 173-2,2024-04-25
57,35.32861,129.05694,262002365,37892,38236,대한민국 경상남도 양산시 동면 내송리 산76-1,2024-04-28
41,35.90045,128.67529,262003501,52878,53940,대한민국 대구광역시 동구 둔산동 594-2,2024-04-26
14,37.31222,127.10583,162006230,90777,84307,대한민국 경기도 용인시 기흥구 보정동 1105-2,2024-04-26
46,35.43944,129.07833,262002510,41376,41928,대한민국 경상남도 양산시 하북면 용연리 산83-4,2024-04-26
43,36.34686,127.4713,162004949,49611,48935,대한민국 대전광역시 동구 비룡동 416-1,2024-04-24
55,35.829574,129.119259,362003007,42591,42696,대한민국 경상북도 경주시 건천읍 모량리 382-1,2024-04-29
72,36.281111,127.755556,462004623,29047,29114,대한민국 충청북도 옥천군 청성면 조천리 253,2024-04-29
18,36.46767,127.42078,162005108,82610,83398,대한민국 충청북도 청주시 서원구 현도면 매봉리 344-1,2024-04-23
55,35.28722,129.10333,262002305,33848,37337,대한민국 부산광역시 금정구 노포동 1112-8,2024-04-30
44,35.27917,129.11472,262002290,45734,43499,대한민국 부산광역시 금정구 선동 560,2024-04-24
38,36.73389,127.28353,162005480,57171,57035,대한민국 충청남도 천안시 동남구 수신면 속창리 143-11,2024-04-26
74,35.87981,128.83829,262003338,23719,23863,대한민국 경상북도 경산시 진량읍 문천리 산26-2,2024-04-25
43,36.34686,127.4713,162004949,56867,59367,대한민국 대전광역시 동구 비룡동 416-1,2024-04-28
83,36.94295,127.19273,162005791,19376,19408,대한민국 충청남도 천안시 서북구 입장면 연곡길 407,2024-04-23
61,35.814039,129.169968,362002953,32380,30144,대한민국 경상북도 경주시 율동 947-5,2024-04-23
62,35.829574,129.119259,362003007,29740,29612,대한민국 경상북도 경주시 건천읍 모량리 382-1,2024-04-27
89,37.33278,127.10361,462006250,7843,7735,대한민국 경기도 용인시 수지구 죽전동 866-14,2024-04-27
29,36.70424,127.34704,162005405,64495,65004,대한민국 충청북도 청주시 흥덕구 옥산면 장남리 363-17,2024-04-23
47,35.877,128.76547,262003406,40922,41019,대한민국 경상북도 경산시 하양읍 청천리 412-3,2024-04-26
